qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.019967079162597656,0.05099153518676758,0.04395461082458496,0.0759592056274414,0.10693621635437012,0.12292909622192383,0.05099153518676758
0.01998758316040039,0.09092950820922852,0.06795978546142578,0.06296515464782715,0.09095311164855957,0.09994149208068848,0.045987844467163086
0.02096867561340332,0.04697299003601074,0.043994903564453125,0.08193349838256836,0.13092756271362305,0.1289234161376953,0.05097079277038574
0.022006750106811523,0.05095314979553223,0.04199361801147461,0.07993459701538086,0.06398367881774902,0.09792709350585938,0.04397153854370117
0.021007299423217773,0.04595589637756348,0.04897022247314453,0.11595654487609863,0.06795811653137207,0.12091398239135742,0.05696582794189453
0.032999515533447266,0.06694197654724121,0.07897496223449707,0.06398344039916992,0.07495975494384766,0.25785231590270996,0.04995107650756836
0.020001649856567383,0.04496192932128906,0.043991804122924805,0.10092306137084961,0.22087645530700684,0.13192081451416016,0.051972150802612305
0.019006729125976562,0.04595613479614258,0.048989057540893555,0.06996393203735352,0.17687702178955078,0.3168182373046875,0.16292881965637207
0.05194973945617676,0.07095766067504883,0.06796002388000488,0.06596207618713379,0.1958904266357422,0.1609046459197998,0.06998014450073242
0.019989013671875,0.04997134208679199,0.043975830078125,0.12390923500061035,0.141920804977417,0.1279432773590088,0.03596091270446777
0.019008159637451172,0.06696391105651855,0.10494065284729004,0.06895804405212402,0.06496191024780273,0.12390851974487305,0.03599953651428223
0.0199739933013916,0.05898165702819824,0.04795241355895996,0.08495354652404785,0.08394908905029297,0.1379251480102539,0.0559844970703125
0.018970489501953125,0.044992685317993164,0.04595327377319336,0.06696152687072754,0.09097099304199219,0.19586539268493652,0.0859525203704834
0.07498717308044434,0.16389179229736328,0.046975135803222656,0.09193277359008789,0.09196329116821289,0.0889289379119873,0.04099583625793457
0.023985862731933594,0.06095170974731445,0.10795474052429199,0.18187308311462402,0.07695984840393066,0.1939072608947754,0.04497122764587402
